100.1,100.9
100.2,101
100.1,101
100.2,100.9
100.2,100.8
100.1,100.8
100,100.9
100,100.9
100.1,100.9
100.2,100.8
100.1,100.9
100.2,100.8
100.3,100.8
100.3,100.9
100.4,101
100.3,101.1
100.3,101.1
100.4,101
100.5,100.9
100.6,100.8
100.6,100.9
100.5,100.8
100.6,100.9
100.7,100.8
100.8,100.9
100.9,100.9
101,100.8
101,100.7
101,100.7
100.9,100.7
101,100.7
100.9,100.8
100.8,100.8
100.7,100.8
100.6,100.9
100.7,100.8
100.8,100.9
100.7,101
100.8,101
100.7,101
100.7,100.9
100.7,100.8
100.8,100.8
100.9,100.9
100.8,101
100.8,100.9
100.8,100.9
100.8,100.9
100.9,100.8
101,100.8
100.9,100.7
101,100.8
101,100.7
100.9,100.7
100.8,100.6
100.8,100.6
100.9,100.5
100.9,100.5
100.9,100.6
100.8,100.7
100.9,100.7
100.8,100.6
100.8,100.5
100.9,100.6
101,100.5
101.1,100.6
101.1,100.6
101,100.7
100.9,100.6
100.8,100.6
100.9,100.5
100.8,100.6
100.9,100.5
100.8,100.6
100.9,100.7
100.9,100.8
100.8,100.7
100.7,100.7
100.7,100.6
100.7,100.7
100.7,100.7
100.8,100.8
100.8,100.7
100.8,100.6
100.9,100.5
100.8,100.4
100.9,100.5
101,100.5
101,100.5
101,100.4
100.9,100.5
100.8,100.5
100.8,100.5
100.9,100.5
101,100.5
100.9,100.4
100.9,100.3
100.9,100.19
100.8,100.09
100.8,99.995
100.7,99.995
100.8,99.895
100.7,99.995
100.7,100.09
100.6,100.09
100.6,100.09
100.5,100.09
100.5,100.19
100.6,100.19
100.7,100.09
100.7,100.19
100.6,100.19
100.5,100.09
100.6,100.09
100.5,99.994
100.6,99.894
100.6,99.994
100.7,100.09
100.6,100.09
100.6,99.994
100.5,99.894
100.6,99.894
100.5,99.994
100.6,99.894
100.7,99.794
100.8,99.694
100.7,99.694
100.7,99.794
100.6,99.794
100.7,99.794
100.7,99.794
100.8,99.694
100.7,99.794
100.6,99.694
100.5,99.794
100.4,99.694
100.5,99.694
100.5,99.694
100.5,99.794
100.4,99.694
100.5,99.794
100.5,99.893
100.5,99.893
100.5,99.893
100.5,99.893
100.4,99.794
100.3,99.794
100.19,99.794
100.09,99.893
99.995,99.993
99.995,99.993
99.895,99.993
99.995,100.09
100.09,100.09
100.09,100.09
100.09,100.19
100.09,100.29
100.19,100.29
100.19,100.29
100.09,100.29
100.19,100.19
100.19,100.09
100.09,100.09
100.09,99.993
99.994,100.09
99.894,99.993
99.994,99.893
100.09,99.793
100.09,99.693
99.994,99.693
99.894,99.593
99.894,99.693
99.994,99.693
99.894,99.593
99.794,99.693
99.694,99.793
99.694,99.793
99.794,99.693
99.794,99.593
99.794,99.593
99.794,99.593
99.694,99.494
99.794,99.494
99.694,99.593
99.794,99.493
99.694,99.394
99.694,99.295
99.694,99.195
99.794,99.195
99.694,99.195
99.794,99.096
99.893,98.997
99.893,99.096
99.893,98.997
99.893,99.096
99.794,99.195
99.794,99.195
99.794,99.195
99.893,99.096
99.993,99.096
99.993,99.195
99.993,99.195
100.09,99.195
100.09,99.096
100.09,99.096
100.19,99.096
100.29,99.195
100.29,99.195
100.29,99.195
100.29,99.294
100.19,99.195
100.09,99.294
100.09,99.393
99.993,99.493
100.09,99.393
99.993,99.294
99.893,99.294
99.793,99.393
99.693,99.294
99.693,99.393
99.593,99.293
99.693,99.293
99.693,99.293
99.593,99.393
99.693,99.492
99.793,99.592
99.793,99.691
99.693,99.691
99.593,99.791
99.593,99.691
99.593,99.591
